variable,label,question,valid_range,missing_codes,years_available,has_notes,n_value_labels
VCF0927,Know Anyone Who had Contact with Challenger to Running U.S. House Incumbent,"Do you know anyone, any of your family, friends or people at work,
who
have had some contact with [challenger]",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0928,Contact with U.S. House Democratic Cand,"Think of [Democratic candidate] [who has been the U.S.
Representative
from this district/ who ran for the U.S. House of
",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0929,U.S. House Democratic Cand: Met Him,"Which ones?
RESPONDENT MET [Democratic candidate] PERSONALLY",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0930,U.S. House Democratic Cand: Attended Meeting,"Which ones?
RESPONDENT ATTENDED A MEETING OR GATHERING WHERE
[Democratic candidate]
SPOKE",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0931,U.S. House Democratic Cand: Talked to Staff,"Which ones?
RESPONDENT TALKED TO A MEMBER OF [Democratic candidate]
STAFF OR
SOMEONE IN [Democratic candidate’s] OFFICE",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0932,U.S. House Democratic Cand: Received Mail,"Which ones?
RESPONDENT RECEIVED SOMETHING IN MAIL FROM [Democratic
candidate]",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0933,U.S. House Democratic Cand: Read About,"Which ones?
RESPONDENT READ ABOUT [Democratic candidate] IN A
NEWSPAPER OR
MAGAZINE",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0934,U.S. House Democratic Cand: Heard on Radio,"Which ones?
RESPONDENT HEARD [Democratic candidate] ON THE RADIO",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0935,U.S. House Democratic Cand: Saw on TV,"Which ones?
RESPONDENT SAW [Democratic candidate] ON TV",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0936,Know Anyone Who had Contact with U.S. House Democratic Cand,"Do you know anyone, any of your family, friends or people at work,
who
have had some contact with [Democratic candidate]",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0937,Contact with U.S. House Republican Cand,"Think of [Republican candidate] [who has been the U.S.
Representative
from this district/ who ran for the U.S. House of
",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0938,U.S. House Republican Cand: Met Him,"Which ones?
RESPONDENT MET [Republican candidate] PERSONALLY",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0939,U.S. House Republican Cand: Attended Meeting,"Which ones?
RESPONDENT ATTENDED A MEETING OR GATHERING WHERE
[Republican
candidate] SPOKE",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0940,U.S. House Republican Cand: Talked to Staff,"Which ones?
RESPONDENT TALKED TO A MEMBER OF [Republican candidate’s]
STAFF OR
SOMEONE IN [Republican candidate’s] OFFIC",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0941,U.S. House Republican Cand: Received Mail,"Which ones?
RESPONDENT RECEIVED SOMETHING IN MAIL FROM [Republican
candidate]",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0942,U.S. House Republican Cand: Read About,"Which ones?
RESPONDENT READ ABOUT [Republican candidate] IN A
NEWSPAPER OR
MAGAZINE",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0943,U.S. House Republican Cand: Heard on Radio,"Which ones?
RESPONDENT HEARD [Republican candidate] ON THE RADIO",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0944,U.S. House Republican Cand: Saw on TV,"Which ones?
RESPONDENT SAW [Republican candidate] ON TV",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0945,Know Anyone Who had Contact with U.S. House Republican Cand,"Do you know anyone, any of your family, friends or people at work,
who
have had some contact with [Republican candidate]",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0946,Count of Contact Types- Running U.S. House Incumbent Cand,Number of specified contacts made with running incumbent candidate,0-7,8;9,,Yes,10
VCF0946a,Yes/No Any Contact with Running U.S. House Incumbent Cand,Contact with running incumbent? (YES/NO),1-5,0,,Yes,3
VCF0947,Count of Contact Types- Challenger to Running U.S. House Incumbent Cand,"Number of specified contacts made with challenger to
running
incumbent candidate",0-7,8;9,,Yes,10
VCF0947a,Yes/No Any Contact with Challenger to Running U.S. House Incumbent Cand,Contact with challenger to running incumbent? (YES/NO),1-5,0,,Yes,3
VCF0948,Count of Contact Types- U.S. House Democratic Cand,Number of specified contacts made with Democratic candidate,0-7,8;9,,Yes,10
VCF0948a,Yes/No Any Contact with U.S. House Democratic Cand,Contact with Democratic candidate? (YES/NO),1-5,0,,Yes,3
VCF0949,Count of Contact Types- U.S. House Republican Cand,Number of specified contacts made with Republican candidate,0-7,8;9,,Yes,10
VCF0949a,Yes/No Any Contact with U.S. House Republican Cand,Contact with Republican candidate? (YES/NO),1-5,0,,Yes,3
VCF0950,Contacted Running U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0951,Contacted Running U.S. House Incumbent to Express Opinion,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her
offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0952,Contacted Running U.S. House Incumbent to Seek Information,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her
offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0953,Contacted Running U.S. House Incumbent to Seek Help,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her
offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0954,Response to Contact with Running U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her
offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0955,Satisfied w/Response from Running U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[running U.S. House incumbent] or anyone in his/her
offic",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,6
VCF0956,Know Anyone (Else) Who Contacted Running U.S. House Incumbent,"Do you know anyone {else} who has contacted [running U.S.
House
incumbent] or anyone in his/her office?",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0957,Other Person Get Response from Running U.S. House Incumbent,"Do you know anyone {else} who has contacted [running U.S.
House
incumbent] or anyone in his/her office?
(IF YES: ) Did t",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0958,Other Person Satisfied w/Response from Running U.S. House Incumbent,"Do you know anyone {else} who has contacted [running U.S.
House
incumbent] or anyone in his/her office?
Did this
(person",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,6
VCF0959,Would Running U.S. House Incumbent be Helpful with Problem,"If you had (another/a) problem that [running U.S. House
incumbent]
could do something about, do you think (he/she) would",1-7,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,6
VCF0960,Running U.S. House Incumbent Done Anything Special for District,"Do you happen to remember anything special that [running U.S.
House
incumbent] has done for his/her district or for the ",1-5,0;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994",Yes,4
VCF0961,Contacted Running or Retiring U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0962,Contacted Running or Retiring U.S. House Incumbent to Express Opinion,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0963,Contacted Running or Retiring U.S. House Incumbent to Seek Information,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0964,Contacted Running or Retiring U.S. House Incumbent to Seek Help,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0965,Response to Contact with Running or Retiring U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0966,Satisfied w/Response from Running or Retiring U.S. House Incumbent,"Have you (or anyone in your family living here) ever
contacted
[retiring OR running U.S. House Representative] or anyone",1-5,0;9,"1978, 1980, 1986, 1990",Yes,6
VCF0967,Know Anyone (Else) Who Contacted Running or Retiring U.S. House Incumbent,"Do you know anyone {else} who has contacted [retiring OR running
U.S.
House representative] or anyone in his/her office?",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0968,Other Person Get Response from Running or Retiring U.S. House Incumbent,"Do you know anyone {else} who has contacted [retiring OR running
U.S.
House representative] or anyone in his/her office?",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0969,Other Person Satisfied with Response fr Running/Retiring U.S. House Incumbent,"Do you know anyone {else} who has contacted [retiring OR running
U.S.
House Representative] or anyone in his/her office?",1-5,0;9,"1978, 1980, 1986, 1990",Yes,6
VCF0970,Would Running or Retiring U.S. House Incumbent be Helpful with Problem,"If you had (another/a) problem that [retiring OR running U.S.
House
representative] could do something about, do you thi",1-7,0;9,"1978, 1980, 1986, 1990",Yes,6
VCF0971,Running or Retiring U.S. House Incumbent Done Anything Special for District,"Do you happen to remember anything special that [retiring OR
running
U.S. House representative] has done for his/her dis",1-5,0;9,"1978, 1980, 1986, 1990",Yes,4
VCF0972,Recall Names of U.S. House Candidates,"ALL YEARS EXC. 2000: Do you happen to remember the names of the
candidates 
for Congress–that is, for the House of Repre",1-5,9,"1958, 1964, 1966, 1968, 1970, 1972, 1974, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,3
VCF0973,Recall Correct Name of U.S. House Candidate,"Do you happen to remember the names of the candidates for
Congress–
that is, for the House of Representatives in Washing",1-7,9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,8
VCF0974,Recall Correct Name of U.S. House Candidate,"Do you happen to remember the names of the candidates for
Congress–
that is, for the House of Representatives in Washing",1-7,9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,8
VCF0975,Recall Correct Name of U.S. House Candidate,"Do you happen to remember the names of the candidates for
Congress–
that is, for the House of Representatives in Washing",1-7,9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,8
VCF0976,Number of Recalled Names of U.S. House Candidates,Summary: number of correct recalls– U.S. House candidates,0-33,99,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,11
VCF0977,Know If One U.S. House Candidate Was Already in the U.S. House,"1958,1964,1966: 
Do you happen to know if (either/the) candidate is
already in Congress?
1968:
Do you happen to know if ",1-5,9,"1958, 1964, 1966, 1968, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,4
VCF0978,Correct Whether a U.S. House Candidate Was Already in Office,"1958,1964,1966: 
Do you happen to know if (either/the) candidate is
already in Congress?
(IF YES AND 2 MAJOR PARTY CANDI",1-2,9,"1958, 1964, 1966, 1968, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,3
VCF0980,Democratic U.S. House Cand: Respondent Likes - Number of Mentions,"Was there anything in particular that you liked about {NAME},
the
Democratic candidate for the U.S. House of Representat",0-4,6;7;8;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,9
VCF0981,Democratic U.S. House Cand: Respondent Dislikes - Number of Mentions,"Is/Was there anything in particular that you didn’t like about
[U.S.
House Democratic candidate]? What is/was that? Anyt",0-4,6;7;8;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,9
VCF0982,Democratic U.S. House Candidate Affect (Likes-Dislikes),Affect toward Democratic House candidate,,99,,Yes,4
VCF0983,Democratic U.S. House Candidate Salience (Likes-Dislikes),Salience of Democratic House candidate,0-8,99,,Yes,3
VCF0984,Republican U.S. House Cand: Respondent Likes - Number of Mentions,"Is/Was there anything in particular that you liked about [U.S.
House
Republican candidate]? What is/was that? Anything e",0-4,6;7;8;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,9
VCF0985,Republican U.S. House Cand: Respondent Dislikes - Number of Mentions,"Is/Was there anything in particular that you didn’t like about
[U.S.
House Republican candidate]? What is/was that? Anyt",0-4,6;7;8;9,"1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,9
VCF0986,Republican U.S. House Cand: Affect (Likes-Dislikes),Affect toward Republican House candidate,,99,,Yes,4
VCF0987,Republican U.S. House Cand: Salience (Likes-Dislikes),Salience of Republican House candidate,0-8,99,,Yes,3
VCF0988,Republican U.S. House Candidate Affect (Likes-Dislikes),Net affect toward major party House candidates,,999,,Yes,4
VCF0989,U.S. House Candidate Salience (Likes-Dislikes),Major party House candidate salience,0-16,99,,Yes,3
VCF0990,U.S. House Candidate Relative Salience (Likes-Dislikes),Relative salience of major party House candidates,,999,,Yes,3
VCF0991,Approve/Disapprove of Running U.S. House Incumbent,"In general, do you approve or disapprove of the way [1980-2004:

running U.S.House incumbent Representative; 2012: U.S.
",1-8,0;9,"1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2012, 2016, 2020, 2024",Yes,5
VCF0992,Approve/Disapprove of U.S. Congress,"Do you approve or disapprove of the way the U.S. Congress has
been
handling its job?",1-8,9,"1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2012, 2016, 2020, 2024",No,4
VCF0993,Incumbent U.S. House Cand: Respondent Likes - Number of Mentions,"Is there anything in particular that you liked about [U.S.
House
incumbent candidate] What is that? Anything else?",0-4,6;7;8;9,,Yes,9
VCF0994,Incumbent U.S. House Cand: Respondent Dislikes - Number of Mentions,"Is there anything in particular that you didn’t like about [U.S.
House
incumbent candidate] What is that? Anything else?",0-4,6;7;8;9,,Yes,9
VCF0995,Incumbent U.S. House Cand: Affect (Likes-Dislikes),Affect toward incumbent House candidates,,99,,Yes,4
VCF0996,Incumbent U.S. House Cand: Salience (Likes-Dislikes),Salience of incumbent House candidates,0-8,99,,Yes,3
VCF0997,Challenger to Incum U.S. House Cand: Respondent Likes - Number of Mentions,"Is there anything in particular that you liked about [challenger
to
U.S. House incumbent candidate] What is that? Anythi",0-4,6;7;8;9,,Yes,9
VCF0998,Challenger to Incum U.S. House Cand: Respondent Dislikes - Number of Mentions,"Is there anything in particular that you didn’t like about
[challenger
to U.S. House incumbent candidate] What is that? ",0-4,6;7;8;9,,Yes,9
VCF0999,Challenger to Incumbent U.S. House Cand: Affect (Likes-Dislikes),Affect toward challenger to incumbent House candidates,,99,,Yes,4
VCF1000,Challenger to Incumbent U.S. House Cand: Salience (Likes-Dislikes),Salience of challenger to incumbent House candidates,0-8,99,,Yes,3
VCF1001,U.S. House Candidate Affect (Likes-Dislikes),Net affect toward incumbent and challenger House candidates,,999,,Yes,4
VCF1002,U.S. House Candidate Salience (Likes-Dislikes),Incumbent and challenger House candidate salience,0-16,99,,Yes,3
VCF1003,U.S. House Candidate Relative Salience (Likes-Dislikes),Relative salience of Incumbent and challenger House candidates,,999,,Yes,3
VCF1004,Party of Respondent/Party of U.S. House Incumbent from district of IW,PartyID of respondent and House incumbent,1-4,9,"1970, 1974, 1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2012",Yes,5
VCF1005,Party of Voter Respondent/ Party of U.S. House Incumbent,Voter from same major party as House incumbent?,1-3,9,"1970, 1974, 1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2012, 2016",Yes,4
VCF1006,Candidate Code of Correctly Recalled U.S. House Candidate from IW district,"Do you happen to remember the names of the candidates for
Congress–
that is, for the House of Representatives in Washing",31-80,97;99,"1970, 1974, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,10
VCF1007,Candidate Code of Correctly Recalled U.S. House Candidate from IW district,Second candidate recall,31-80,97;99,"1970, 1974, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000",Yes,10
